position,player_id,player_name,posteam,defteam,game_id,season,week,report_status,practice_status,thresh_start,thresh_boom,pred_vol,pred_tot,lo_80_tot,hi_80_tot,lo_90_tot,hi_90_tot,p_start,p_boom,p_start_recal,p_boom_recal,recal_method_start,recal_method_boom,kickoff_et,run_ts,as_of,run_mode
QB,00-0036389,Jalen Hurts,PHI,LV,2025_15_LV_PHI,2025,15,NA,NA,20,25,6.93390120192036,4.082863956916866,-9.331565135681814,17.497293049515548,-12.480241331499634,20.64596924533337,0.471,0.261,0.4515426625567666,0.250238098689771,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0034857,Josh Allen,BUF,NE,2025_15_BUF_NE,2025,15,NA,NA,20,25,5.434985499375528,4.140632138870175,-9.273796953728507,17.555061231468855,-12.422473149546327,20.703737427286676,0.46,0.2455,0.41022233594317936,0.23490435356638859,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0034796,Lamar Jackson,BAL,CIN,2025_15_BAL_CIN,2025,15,NA,Full Participation in Practice,20,25,5.216094959489634,4.189034709940033,-9.225394382658648,17.603463802538712,-12.374070578476468,20.752139998356533,0.422,0.2015,0.3873528876445344,0.19159850760598418,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0039732,Bo Nix,DEN,GB,2025_15_GB_DEN,2025,15,NA,NA,20,25,4.43322297927373,1.6305508167152305,-11.78387827588345,15.044979909313911,-14.932554471701271,18.193656105131733,0.3665,0.1905,0.343684365385239,0.1808273463115386,platt_vol_vegas,platt,2025-12-14T21:25:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0040691,Jaxson Dart,NYG,WAS,2025_15_WAS_NYG,2025,15,NA,NA,20,25,5.32859997758589,0.8463587984922849,-12.568070294106397,14.260787891090965,-15.716746489924217,17.409464086908788,0.3085,0.1325,0.33551632902455464,0.12445272381297297,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0036355,Justin Herbert,LAC,KC,2025_15_LAC_KC,2025,15,NA,Limited Participation in Practice,20,25,4.158664629411894,3.0148226954051416,-10.399606397193539,16.42925178800382,-13.54828259301136,19.577927983821642,0.361,0.1725,0.33507794383364947,0.16325361220633303,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0036971,Trevor Lawrence,JAX,NYJ,2025_15_NYJ_JAX,2025,15,NA,Full Participation in Practice,20,25,3.48049574546877,2.7024064703293194,-10.712022622269362,16.116835562928,-13.860698818087183,19.26551175874582,0.326,0.1545,0.3044060049404625,0.14574808019597077,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0032268,Marcus Mariota,WAS,NYG,2025_15_WAS_NYG,2025,15,NA,NA,20,25,4.62843034939848,-1.0098015112709664,-14.424230603869647,12.404627581327714,-17.572906799687466,15.553303777145535,0.2655,0.1,0.2988022456860337,0.09322045827467096,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0039851,Drake Maye,NE,BUF,2025_15_BUF_NE,2025,15,NA,NA,20,25,3.5252468185164023,0.6043809326895128,-12.810048159909169,14.018810025288193,-15.95872435572699,17.167486221106014,0.3105,0.146,0.298127971059838,0.13750674028782517,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0034855,Baker Mayfield,TB,ATL,2025_15_ATL_TB,2025,15,NA,Full Participation in Practice,20,25,3.0118187522395976,3.1855708283399977,-10.228858264258683,16.59999992093868,-13.377534460076504,19.7486761167565,0.3175,0.1385,0.29087049991696173,0.1302490475314195,platt_vol_vegas,platt,2025-12-12T01:15:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0040743,Tyler Shough,NO,CAR,2025_15_CAR_NO,2025,15,NA,NA,20,25,4.457330484157064,-0.6447895857120175,-14.059218678310698,12.769639506886664,-17.20789487412852,15.918315702704485,0.2535,0.104,0.28910089713549075,0.09704844501551772,platt_vol_vegas,platt,2025-12-14T21:25:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0037834,Brock Purdy,SF,TEN,2025_15_TEN_SF,2025,15,NA,NA,20,25,2.732476979241321,3.5381992256537247,-9.876229866944957,16.952628318252405,-13.024906062762778,20.101304514070225,0.3215,0.152,0.28703622523204214,0.14332243221860283,platt_vol_vegas,platt,2025-12-14T21:25:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0033873,Patrick Mahomes,KC,LAC,2025_15_LAC_KC,2025,15,NA,Full Participation in Practice,20,25,2.6955190643510822,1.7973919166633219,-11.617037175935359,15.211821009262003,-14.76571337175318,18.360497205079824,0.2955,0.1265,0.2745088450691504,0.11866541919806735,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0040676,Cam Ward,TEN,SF,2025_15_TEN_SF,2025,15,NA,NA,20,25,3.09523449954326,0.04035080100680033,-13.37407829159188,13.454779893605481,-16.522754487409703,16.6034560894233,0.2725,0.118,0.27155355212939203,0.11048272938967953,platt_vol_vegas,platt,2025-12-14T21:25:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0039163,C.J. Stroud,HOU,ARI,2025_15_ARI_HOU,2025,15,NA,NA,20,25,2.374737851306567,2.2907374442620303,-11.123691648336651,15.70516653686071,-14.272367844154472,18.853842732678533,0.2655,0.1255,0.2545153708745247,0.1177017646964939,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0039150,Bryce Young,CAR,NO,2025_15_CAR_NO,2025,15,NA,NA,20,25,2.80384766230152,0.8857887673864929,-12.528640325212187,14.300217859985175,-15.677316521030008,17.448894055802995,0.244,0.102,0.25223273406474034,0.09513385533483248,platt_vol_vegas,platt,2025-12-14T21:25:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0034869,Sam Darnold,SEA,IND,2025_15_IND_SEA,2025,15,NA,NA,20,25,2.153038976368353,2.3817843843022186,-11.032644708296463,15.796213476900899,-14.181320904114283,18.94488967271872,0.259,0.105,0.24739157846323032,0.09800618223806024,platt_vol_vegas,platt,2025-12-14T21:25:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
QB,00-0036442,Joe Burrow,CIN,BAL,2025_15_BAL_CIN,2025,15,NA,NA,20,25,1.6410442429142071,2.4290876838407804,-10.9853414087579,15.843516776439461,-14.134017604575721,18.992192972257282,0.275,0.122,0.24531446896432077,0.11433102777429287,platt_vol_vegas,platt,2025-12-14T18:00:00Z,2026-08-31 09:27:06,2025-12-10 20:15:00,hindcast
